Date,Day of the week [-],Temp [C],Humidity [%],Wind [m/s],Clouds [1/8],SUM - Entry [GWh/d],SUM - Exit [GWh/d],SUM - Exit t-1d [GWh/d],Storage t-1d [GWh/d],Storage [GWh/d]
04/02/2017,5.00,-0.36140350877193,94.6,1.91777777777778,1.89272727272727,521.276978,589.970379,605.107475,93.063105,74.096371
05/02/2017,6.00,-0.610526315789474,92.1555555555556,1.64,1.51090909090909,522.938565,594.110563,589.970379,74.096371,96.473766
06/02/2017,7.00,-1.6859649122807,88.9,2.02,1.87090909090909,533.51679,639.875509,594.110563,96.473766,124.687636
07/02/2017,1.00,-4.73508771929824,87.8222222222222,2.82,2.68909090909091,553.232425,688.343837,639.875509,124.687636,124.59596
08/02/2017,2.00,-7.84912280701754,81.6333333333333,2.58444444444444,2.47636363636364,576.914539,728.511442,688.343837,124.59596,129.596706
09/02/2017,3.00,-6.79122807017544,82.3111111111111,2.14,2.00545454545455,629.236337,725.754344,728.511442,129.596706,132.266695
10/02/2017,4.00,-4.56491228070175,72.8555555555556,2.54666666666667,2.39818181818182,602.902368,703.869257,725.754344,132.266695,132.104269
11/02/2017,5.00,-6.14736842105263,79.0444444444444,2.68666666666667,2.58181818181818,577.854752,683.2219,703.869257,132.104269,132.266488
12/02/2017,6.00,-5.58947368421052,82.9666666666667,2.37111111111111,2.24909090909091,583.32212,679.421453,683.2219,132.266488,120.669491
13/02/2017,7.00,-6.77368421052632,85.9111111111111,1.25111111111111,1.13818181818182,627.390178,716.506996,679.421453,120.669491,135.269825
14/02/2017,1.00,-4.33333333333333,83.1555555555556,1.61333333333333,1.44727272727273,601.875316,692.854271,716.506996,135.269825,136.860972
15/02/2017,1.00,-1.45438596491228,82.2444444444444,0.948888888888889,0.830909090909091,597.590127,645.121342,692.854271,136.860972,126.980297
16/02/2017,2.00,0.356140350877193,77.3888888888889,1.65777777777778,1.54545454545455,588.06455,603.200434,645.121342,126.980297,74.778805
17/02/2017,3.00,1.42280701754386,89.5777777777778,1.68666666666667,1.51818181818182,583.356865,586.13085,603.200434,74.778805,65.542841
18/02/2017,4.00,1.4578947368421,95.6333333333333,1.55777777777778,1.40181818181818,533.527248,560.616437,586.13085,65.542841,77.36193
19/02/2017,5.00,1.82280701754386,90.7777777777778,1.79555555555556,1.72727272727273,533.040091,551.826752,560.616437,77.36193,77.037175
20/02/2017,6.00,2.15087719298246,86.7444444444444,3.43333333333333,3.25090909090909,533.861978,557.611406,551.826752,77.037175,67.675723
21/02/2017,7.00,4.58771929824561,87.6666666666667,4.31111111111111,4.03090909090909,533.489583,550.081234,557.611406,67.675723,76.63442
22/02/2017,1.00,4.42280701754386,88.3333333333333,3.75777777777778,3.38,532.89082,544.421452,550.081234,76.63442,76.462295
23/02/2017,2.00,5.08070175438597,84.2,3.4,3.18727272727273,514.756267,534.632233,544.421452,76.462295,63.25805
24/02/2017,3.00,4.12456140350877,74.3444444444445,5.73111111111111,5.11454545454546,516.066471,566.511441,534.632233,63.25805,62.680261
25/02/2017,4.00,-0.124561403508772,78.5444444444444,3.29333333333333,3.02545454545455,497.574404,548.78846,566.511441,62.680261,77.06153
26/02/2017,5.00,2.95438596491228,73.5333333333334,3.6,3.31272727272727,514.655038,526.348624,548.78846,77.06153,63.865723
27/02/2017,6.00,6.44210526315789,66.0333333333333,2.67111111111111,2.41272727272727,512.913849,497.915271,526.348624,63.865723,55.170273
28/02/2017,7.00,6.89298245614035,71.5444444444444,3.26666666666667,2.92181818181818,483.689443,490.647362,497.915271,55.170273,53.946638
01/03/2017,1.00,5.15263157894737,83.3555555555556,2.35111111111111,2.13272727272727,472.276145,485.028583,490.647362,53.946638,66.491662
02/03/2017,2.00,4.00877192982456,78.7222222222222,3.95333333333333,3.50181818181818,485.486171,505.386221,485.028583,66.491662,72.858964
03/03/2017,3.00,4.21052631578947,76.2,2.79555555555556,2.57818181818182,482.285332,503.323571,505.386221,72.858964,66.763496
04/03/2017,4.00,6.70877192982456,63.8555555555556,3.23555555555556,2.88545454545455,480.666811,443.993196,503.323571,66.763496,39.428552
05/03/2017,5.00,9.30175438596491,67.9,2.92,2.6,478.50086,425.683519,443.993196,39.428552,35.161651
06/03/2017,6.00,5.47017543859649,91.5777777777778,2.16,1.91636363636364,480.329605,479.117832,425.683519,35.161651,54.103776
07/03/2017,7.00,3.3,88.3555555555556,1.47555555555556,1.22363636363636,465.988613,504.525174,479.117832,54.103776,70.259717
08/03/2017,1.00,2.94035087719298,83.7444444444445,1.7,1.52363636363636,464.235086,508.602017,504.525174,70.259717,73.330909
09/03/2017,1.00,2.94210526315789,90.3,1.62666666666667,1.42,464.110807,514.088093,508.602017,73.330909,80.783067
10/03/2017,2.00,3.34561403508772,86.7777777777778,1.74888888888889,1.49454545454545,466.218105,498.598681,514.088093,80.783067,71.669957
11/03/2017,3.00,3.05964912280702,81.2777777777778,2.10444444444444,1.8,467.020737,479.828076,498.598681,71.669957,64.929255
12/03/2017,4.00,2.37543859649123,81.3555555555556,1.89555555555556,1.74545454545455,468.630964,478.437879,479.828076,64.929255,59.312357
13/03/2017,5.00,2.34912280701754,84.4333333333333,1.34888888888889,1.24727272727273,440.713738,504.505927,478.437879,59.312357,66.296922
14/03/2017,6.00,3.19473684210526,78.8888888888889,1.44,1.31090909090909,482.040826,493.134923,504.505927,66.296922,76.338788
15/03/2017,7.00,4.89298245614035,75.0777777777778,3.29333333333333,3.09272727272727,499.927693,487.946173,493.134923,76.338788,55.586055
16/03/2017,1.00,4.20526315789474,72.0666666666667,3.51777777777778,3.14545454545455,457.551292,484.071479,487.946173,55.586055,51.400926
17/03/2017,2.00,4.54210526315789,75.5111111111111,2.99777777777778,2.74909090909091,459.807361,460.611666,484.071479,51.400926,53.41874
18/03/2017,3.00,4.45789473684211,89.3333333333333,3.26,2.95272727272727,451.645444,473.878984,460.611666,53.41874,50.968892
19/03/2017,4.00,2.98771929824562,74.8333333333333,3.98222222222222,3.59818181818182,445.638663,470.965361,473.878984,50.968892,51.068131
20/03/2017,5.00,5.81754385964912,90.3222222222222,2.25333333333333,2.08363636363636,421.451729,457.579222,470.965361,51.068131,50.772074
21/03/2017,6.00,8.76666666666667,81.6666666666667,2.28,2.07818181818182,439.991333,432.924196,457.579222,50.772074,46.290923
22/03/2017,7.00,5.82456140350877,85.9444444444444,1.98,1.82181818181818,455.820221,463.198252,432.924196,46.290923,71.66004
23/03/2017,1.00,5.82456140350877,79.4444444444444,2.32444444444444,2.19454545454546,464.215575,466.996778,463.198252,71.66004,79.027682
24/03/2017,2.00,5.69298245614035,79.0111111111111,2.06888888888889,1.87454545454546,433.444205,452.248485,466.996778,79.027682,75.781937
25/03/2017,3.00,3.63859649122807,73.2666666666667,2.85777777777778,2.58181818181818,405.727249,419.326177,452.248485,75.781937,71.575802
26/03/2017,4.00,3.26491228070175,73.2777777777778,2.04666666666667,1.74909090909091,415.044158,430.582282,419.326177,71.575802,74.474554
27/03/2017,5.00,6.37894736842105,67.1333333333333,2.94222222222222,2.69454545454546,407.514432,411.381474,430.582282,74.474554,58.112271
28/03/2017,6.00,9.15789473684211,71.8888888888889,2.28444444444444,1.99454545454545,375.191146,391.795949,411.381474,58.112271,31.87636
29/03/2017,7.00,9.31929824561403,72.4333333333333,3.66444444444445,3.35454545454545,385.72377,399.085952,391.795949,31.87636,26.116886
30/03/2017,1.00,8.37894736842106,80.1333333333333,1.84666666666667,1.68545454545455,373.608292,405.573245,399.085952,26.116886,6.615505
31/03/2017,1.00,10.7877192982456,77.4666666666667,1.97333333333333,1.80363636363636,354.495309,354.080934,405.573245,6.615505,0
01/04/2017,2.00,12.3280701754386,65.4,2.23333333333333,1.96181818181818,397.988556,312.05186,354.080934,0,0
02/04/2017,3.00,12.7578947368421,62.8222222222222,2.07555555555556,1.80545454545455,390.24387,316.448594,312.05186,0,0
03/04/2017,4.00,10.1771929824561,81.7111111111111,2.00444444444444,1.82909090909091,424.481618,367.054422,316.448594,0,0
04/04/2017,5.00,10.9,74.5333333333333,2.33777777777778,2.10727272727273,405.299284,344.015802,367.054422,0,0
05/04/2017,6.00,9.59473684210526,78.1666666666667,2,1.85090909090909,410.77621,362.624305,344.015802,0,0
06/04/2017,7.00,5.93157894736842,82.2,3.89333333333333,3.50181818181818,448.382707,403.493183,362.624305,0,0
07/04/2017,1.00,4.74561403508772,88.0666666666667,2.38222222222222,2.05636363636364,473.671319,413.960524,403.493183,0,0
08/04/2017,2.00,8.09649122807018,75.8333333333333,2.83111111111111,2.50909090909091,468.93538,376.615913,413.960524,0,0
09/04/2017,3.00,8.12631578947368,82.0777777777778,1.44666666666667,1.34727272727273,453.975765,362.771573,376.615913,0,0
10/04/2017,4.00,10.7771929824561,68.6444444444445,2.60888888888889,2.40909090909091,440.032984,351.941966,362.771573,0,0
11/04/2017,5.00,7.56666666666667,70.1,3.80666666666667,3.50909090909091,464.017158,398.14523,351.941966,0,0
12/04/2017,6.00,6.19473684210526,79.6444444444445,3.26888888888889,2.92363636363636,499.565345,414.717557,398.14523,0,0
13/04/2017,7.00,7.39824561403509,84.2333333333333,3.07555555555556,2.87454545454546,499.391414,415.898329,414.717557,0,0
14/04/2017,1.00,6.23508771929824,79.0111111111111,3.28444444444444,2.98363636363636,495.20348,411.232757,415.898329,0,0
15/04/2017,2.00,6.89298245614035,77.6666666666667,2.59777777777778,2.26545454545455,485.682391,383.089375,411.232757,0,0
16/04/2017,3.00,4.76491228070176,75.2222222222222,3.15777777777778,2.91636363636364,491.858919,422.773965,383.089375,0,0
17/04/2017,4.00,3.05964912280702,77.2111111111111,1.61777777777778,1.49272727272727,493.570448,420.380055,422.773965,0,0
18/04/2017,5.00,2.60701754385965,79.7,2.75777777777778,2.56545454545455,521.474535,480.817152,420.380055,0,0
19/04/2017,6.00,2.36315789473684,72.3888888888889,3.78,3.43272727272727,504.718727,543.848526,480.817152,0,0
20/04/2017,7.00,1.89298245614035,63.8555555555556,2.92888888888889,2.56545454545455,505.504303,503.445403,543.848526,0,0
21/04/2017,1.00,4.08070175438597,69.0777777777778,3.72,3.39454545454546,498.655795,463.937697,503.445403,0,0
22/04/2017,1.00,6.13859649122807,68.6333333333333,3.69333333333333,3.43454545454546,502.1624,448.401437,463.937697,0,0
